record_id	record_type	identity_or_pair	disposition	approval_basis	validator_version	failures
packet2_comparison_b_witherbloom	PUBLIC_COMPARISON	B::WITHERBLOOM	APPROVED_PUBLIC	EVIDENCE_VALIDATED_AUTOMATIC	vm551-evidence-validator-v1	none
packet2_comparison_b_yore	PUBLIC_COMPARISON	B::YORE	APPROVED_PUBLIC	EVIDENCE_VALIDATED_AUTOMATIC	vm551-evidence-validator-v1	none
packet2_comparison_bant_esper	PUBLIC_COMPARISON	BANT::ESPER	APPROVED_PUBLIC	EVIDENCE_VALIDATED_AUTOMATIC	vm551-evidence-validator-v1	none
packet2_comparison_bant_glint	PUBLIC_COMPARISON	BANT::GLINT	APPROVED_PUBLIC	EVIDENCE_VALIDATED_AUTOMATIC	vm551-evidence-validator-v1	none
packet2_comparison_bant_ink	PUBLIC_COMPARISON	BANT::INK	APPROVED_PUBLIC	EVIDENCE_VALIDATED_AUTOMATIC	vm551-evidence-validator-v1	none
packet2_comparison_bant_jund	PUBLIC_COMPARISON	BANT::JUND	APPROVED_PUBLIC	EVIDENCE_VALIDATED_AUTOMATIC	vm551-evidence-validator-v1	none
packet2_comparison_bant_temur	PUBLIC_COMPARISON	BANT::TEMUR	APPROVED_PUBLIC	EVIDENCE_VALIDATED_AUTOMATIC	vm551-evidence-validator-v1	none
packet2_comparison_bant_w	PUBLIC_COMPARISON	BANT::W	APPROVED_PUBLIC	EVIDENCE_VALIDATED_AUTOMATIC	vm551-evidence-validator-v1	none
packet2_comparison_bg_glint	PUBLIC_COMPARISON	BG::GLINT	APPROVED_PUBLIC	EVIDENCE_VALIDATED_AUTOMATIC	vm551-evidence-validator-v1	none
packet2_comparison_bg_witherbloom	PUBLIC_COMPARISON	BG::WITHERBLOOM	APPROVED_PUBLIC	EVIDENCE_VALIDATED_AUTOMATIC	vm551-evidence-validator-v1	none
packet2_comparison_br_glint	PUBLIC_COMPARISON	BR::GLINT	APPROVED_PUBLIC	EVIDENCE_VALIDATED_AUTOMATIC	vm551-evidence-validator-v1	none
packet2_comparison_br_jund	PUBLIC_COMPARISON	BR::JUND	APPROVED_PUBLIC	EVIDENCE_VALIDATED_AUTOMATIC	vm551-evidence-validator-v1	none
packet2_comparison_br_sultai	PUBLIC_COMPARISON	BR::SULTAI	APPROVED_PUBLIC	EVIDENCE_VALIDATED_AUTOMATIC	vm551-evidence-validator-v1	none
packet2_comparison_br_ub	PUBLIC_COMPARISON	BR::UB	APPROVED_PUBLIC	EVIDENCE_VALIDATED_AUTOMATIC	vm551-evidence-validator-v1	none
packet2_comparison_br_wu	PUBLIC_COMPARISON	BR::WU	APPROVED_PUBLIC	EVIDENCE_VALIDATED_AUTOMATIC	vm551-evidence-validator-v1	none
packet2_comparison_br_yore	PUBLIC_COMPARISON	BR::YORE	APPROVED_PUBLIC	EVIDENCE_VALIDATED_AUTOMATIC	vm551-evidence-validator-v1	none
packet2_comparison_colorless_wubrg	PUBLIC_COMPARISON	COLORLESS::WUBRG	APPROVED_PUBLIC	EVIDENCE_VALIDATED_AUTOMATIC	vm551-evidence-validator-v1	none
packet2_comparison_dune_glint	PUBLIC_COMPARISON	DUNE::GLINT	APPROVED_PUBLIC	EVIDENCE_VALIDATED_AUTOMATIC	vm551-evidence-validator-v1	none
packet2_comparison_dune_grixis	PUBLIC_COMPARISON	DUNE::GRIXIS	APPROVED_PUBLIC	EVIDENCE_VALIDATED_AUTOMATIC	vm551-evidence-validator-v1	none
packet2_comparison_dune_ink	PUBLIC_COMPARISON	DUNE::INK	APPROVED_PUBLIC	EVIDENCE_VALIDATED_AUTOMATIC	vm551-evidence-validator-v1	none
packet2_comparison_dune_lorehold	PUBLIC_COMPARISON	DUNE::LOREHOLD	APPROVED_PUBLIC	EVIDENCE_VALIDATED_AUTOMATIC	vm551-evidence-validator-v1	none
packet2_comparison_dune_naya	PUBLIC_COMPARISON	DUNE::NAYA	APPROVED_PUBLIC	EVIDENCE_VALIDATED_AUTOMATIC	vm551-evidence-validator-v1	none
packet2_comparison_dune_prismari	PUBLIC_COMPARISON	DUNE::PRISMARI	APPROVED_PUBLIC	EVIDENCE_VALIDATED_AUTOMATIC	vm551-evidence-validator-v1	none
packet2_comparison_esper_grixis	PUBLIC_COMPARISON	ESPER::GRIXIS	APPROVED_PUBLIC	EVIDENCE_VALIDATED_AUTOMATIC	vm551-evidence-validator-v1	none
packet2_comparison_esper_jeskai	PUBLIC_COMPARISON	ESPER::JESKAI	APPROVED_PUBLIC	EVIDENCE_VALIDATED_AUTOMATIC	vm551-evidence-validator-v1	none
packet2_comparison_esper_mardu	PUBLIC_COMPARISON	ESPER::MARDU	APPROVED_PUBLIC	EVIDENCE_VALIDATED_AUTOMATIC	vm551-evidence-validator-v1	none
packet2_comparison_esper_prismari	PUBLIC_COMPARISON	ESPER::PRISMARI	APPROVED_PUBLIC	EVIDENCE_VALIDATED_AUTOMATIC	vm551-evidence-validator-v1	none
packet2_comparison_esper_sultai	PUBLIC_COMPARISON	ESPER::SULTAI	APPROVED_PUBLIC	EVIDENCE_VALIDATED_AUTOMATIC	vm551-evidence-validator-v1	none
packet2_comparison_esper_wb	PUBLIC_COMPARISON	ESPER::WB	APPROVED_PUBLIC	EVIDENCE_VALIDATED_AUTOMATIC	vm551-evidence-validator-v1	none
packet2_comparison_esper_witch	PUBLIC_COMPARISON	ESPER::WITCH	APPROVED_PUBLIC	EVIDENCE_VALIDATED_AUTOMATIC	vm551-evidence-validator-v1	none
packet2_comparison_g_naya	PUBLIC_COMPARISON	G::NAYA	APPROVED_PUBLIC	EVIDENCE_VALIDATED_AUTOMATIC	vm551-evidence-validator-v1	none
packet2_comparison_g_r	PUBLIC_COMPARISON	G::R	APPROVED_PUBLIC	EVIDENCE_VALIDATED_AUTOMATIC	vm551-evidence-validator-v1	none
packet2_comparison_g_u	PUBLIC_COMPARISON	G::U	APPROVED_PUBLIC	EVIDENCE_VALIDATED_AUTOMATIC	vm551-evidence-validator-v1	none
packet2_comparison_g_w	PUBLIC_COMPARISON	G::W	APPROVED_PUBLIC	EVIDENCE_VALIDATED_AUTOMATIC	vm551-evidence-validator-v1	none
packet2_comparison_glint_grixis	PUBLIC_COMPARISON	GLINT::GRIXIS	APPROVED_PUBLIC	EVIDENCE_VALIDATED_AUTOMATIC	vm551-evidence-validator-v1	none
packet2_comparison_glint_jund	PUBLIC_COMPARISON	GLINT::JUND	APPROVED_PUBLIC	EVIDENCE_VALIDATED_AUTOMATIC	vm551-evidence-validator-v1	none
packet2_comparison_glint_prismari	PUBLIC_COMPARISON	GLINT::PRISMARI	APPROVED_PUBLIC	EVIDENCE_VALIDATED_AUTOMATIC	vm551-evidence-validator-v1	none
packet2_comparison_glint_r	PUBLIC_COMPARISON	GLINT::R	APPROVED_PUBLIC	EVIDENCE_VALIDATED_AUTOMATIC	vm551-evidence-validator-v1	none
packet2_comparison_glint_sultai	PUBLIC_COMPARISON	GLINT::SULTAI	APPROVED_PUBLIC	EVIDENCE_VALIDATED_AUTOMATIC	vm551-evidence-validator-v1	none
packet2_comparison_glint_temur	PUBLIC_COMPARISON	GLINT::TEMUR	APPROVED_PUBLIC	EVIDENCE_VALIDATED_AUTOMATIC	vm551-evidence-validator-v1	none
packet2_comparison_glint_u	PUBLIC_COMPARISON	GLINT::U	APPROVED_PUBLIC	EVIDENCE_VALIDATED_AUTOMATIC	vm551-evidence-validator-v1	none
packet2_comparison_glint_ub	PUBLIC_COMPARISON	GLINT::UB	APPROVED_PUBLIC	EVIDENCE_VALIDATED_AUTOMATIC	vm551-evidence-validator-v1	none
packet2_comparison_glint_ur	PUBLIC_COMPARISON	GLINT::UR	APPROVED_PUBLIC	EVIDENCE_VALIDATED_AUTOMATIC	vm551-evidence-validator-v1	none
packet2_comparison_glint_yore	PUBLIC_COMPARISON	GLINT::YORE	APPROVED_PUBLIC	EVIDENCE_VALIDATED_AUTOMATIC	vm551-evidence-validator-v1	none
packet2_comparison_grixis_jeskai	PUBLIC_COMPARISON	GRIXIS::JESKAI	APPROVED_PUBLIC	EVIDENCE_VALIDATED_AUTOMATIC	vm551-evidence-validator-v1	none
packet2_comparison_grixis_jund	PUBLIC_COMPARISON	GRIXIS::JUND	APPROVED_PUBLIC	EVIDENCE_VALIDATED_AUTOMATIC	vm551-evidence-validator-v1	none
packet2_comparison_grixis_silverquill	PUBLIC_COMPARISON	GRIXIS::SILVERQUILL	APPROVED_PUBLIC	EVIDENCE_VALIDATED_AUTOMATIC	vm551-evidence-validator-v1	none
packet2_comparison_grixis_sultai	PUBLIC_COMPARISON	GRIXIS::SULTAI	APPROVED_PUBLIC	EVIDENCE_VALIDATED_AUTOMATIC	vm551-evidence-validator-v1	none
packet2_comparison_grixis_ug	PUBLIC_COMPARISON	GRIXIS::UG	APPROVED_PUBLIC	EVIDENCE_VALIDATED_AUTOMATIC	vm551-evidence-validator-v1	none
packet2_comparison_grixis_wubrg	PUBLIC_COMPARISON	GRIXIS::WUBRG	APPROVED_PUBLIC	EVIDENCE_VALIDATED_AUTOMATIC	vm551-evidence-validator-v1	none
packet2_comparison_ink_jeskai	PUBLIC_COMPARISON	INK::JESKAI	APPROVED_PUBLIC	EVIDENCE_VALIDATED_AUTOMATIC	vm551-evidence-validator-v1	none
packet2_comparison_ink_naya	PUBLIC_COMPARISON	INK::NAYA	APPROVED_PUBLIC	EVIDENCE_VALIDATED_AUTOMATIC	vm551-evidence-validator-v1	none
packet2_comparison_ink_wg	PUBLIC_COMPARISON	INK::WG	APPROVED_PUBLIC	EVIDENCE_VALIDATED_AUTOMATIC	vm551-evidence-validator-v1	none
packet2_comparison_ink_witch	PUBLIC_COMPARISON	INK::WITCH	APPROVED_PUBLIC	EVIDENCE_VALIDATED_AUTOMATIC	vm551-evidence-validator-v1	none
packet2_comparison_jeskai_lorehold	PUBLIC_COMPARISON	JESKAI::LOREHOLD	APPROVED_PUBLIC	EVIDENCE_VALIDATED_AUTOMATIC	vm551-evidence-validator-v1	none
packet2_comparison_jeskai_mardu	PUBLIC_COMPARISON	JESKAI::MARDU	APPROVED_PUBLIC	EVIDENCE_VALIDATED_AUTOMATIC	vm551-evidence-validator-v1	none
packet2_comparison_jeskai_naya	PUBLIC_COMPARISON	JESKAI::NAYA	APPROVED_PUBLIC	EVIDENCE_VALIDATED_AUTOMATIC	vm551-evidence-validator-v1	none
packet2_comparison_jeskai_quandrix	PUBLIC_COMPARISON	JESKAI::QUANDRIX	APPROVED_PUBLIC	EVIDENCE_VALIDATED_AUTOMATIC	vm551-evidence-validator-v1	none
packet2_comparison_jeskai_r	PUBLIC_COMPARISON	JESKAI::R	APPROVED_PUBLIC	EVIDENCE_VALIDATED_AUTOMATIC	vm551-evidence-validator-v1	none
packet2_comparison_jeskai_temur	PUBLIC_COMPARISON	JESKAI::TEMUR	APPROVED_PUBLIC	EVIDENCE_VALIDATED_AUTOMATIC	vm551-evidence-validator-v1	none
packet2_comparison_jeskai_u	PUBLIC_COMPARISON	JESKAI::U	APPROVED_PUBLIC	EVIDENCE_VALIDATED_AUTOMATIC	vm551-evidence-validator-v1	none
packet2_comparison_jeskai_ur	PUBLIC_COMPARISON	JESKAI::UR	APPROVED_PUBLIC	EVIDENCE_VALIDATED_AUTOMATIC	vm551-evidence-validator-v1	none
packet2_comparison_jeskai_w	PUBLIC_COMPARISON	JESKAI::W	APPROVED_PUBLIC	EVIDENCE_VALIDATED_AUTOMATIC	vm551-evidence-validator-v1	none
packet2_comparison_jeskai_wr	PUBLIC_COMPARISON	JESKAI::WR	APPROVED_PUBLIC	EVIDENCE_VALIDATED_AUTOMATIC	vm551-evidence-validator-v1	none
packet2_comparison_jeskai_wu	PUBLIC_COMPARISON	JESKAI::WU	APPROVED_PUBLIC	EVIDENCE_VALIDATED_AUTOMATIC	vm551-evidence-validator-v1	none
packet2_comparison_jund_naya	PUBLIC_COMPARISON	JUND::NAYA	APPROVED_PUBLIC	EVIDENCE_VALIDATED_AUTOMATIC	vm551-evidence-validator-v1	none
packet2_comparison_jund_prismari	PUBLIC_COMPARISON	JUND::PRISMARI	APPROVED_PUBLIC	EVIDENCE_VALIDATED_AUTOMATIC	vm551-evidence-validator-v1	none
packet2_comparison_jund_ub	PUBLIC_COMPARISON	JUND::UB	APPROVED_PUBLIC	EVIDENCE_VALIDATED_AUTOMATIC	vm551-evidence-validator-v1	none
packet2_comparison_jund_wubrg	PUBLIC_COMPARISON	JUND::WUBRG	APPROVED_PUBLIC	EVIDENCE_VALIDATED_AUTOMATIC	vm551-evidence-validator-v1	none
packet2_comparison_lorehold_naya	PUBLIC_COMPARISON	LOREHOLD::NAYA	APPROVED_PUBLIC	EVIDENCE_VALIDATED_AUTOMATIC	vm551-evidence-validator-v1	none
packet2_comparison_lorehold_r	PUBLIC_COMPARISON	LOREHOLD::R	APPROVED_PUBLIC	EVIDENCE_VALIDATED_AUTOMATIC	vm551-evidence-validator-v1	none
packet2_comparison_lorehold_wr	PUBLIC_COMPARISON	LOREHOLD::WR	APPROVED_PUBLIC	EVIDENCE_VALIDATED_AUTOMATIC	vm551-evidence-validator-v1	none
packet2_comparison_mardu_r	PUBLIC_COMPARISON	MARDU::R	APPROVED_PUBLIC	EVIDENCE_VALIDATED_AUTOMATIC	vm551-evidence-validator-v1	none
packet2_comparison_naya_r	PUBLIC_COMPARISON	NAYA::R	APPROVED_PUBLIC	EVIDENCE_VALIDATED_AUTOMATIC	vm551-evidence-validator-v1	none
packet2_comparison_naya_rg	PUBLIC_COMPARISON	NAYA::RG	APPROVED_PUBLIC	EVIDENCE_VALIDATED_AUTOMATIC	vm551-evidence-validator-v1	none
packet2_comparison_naya_w	PUBLIC_COMPARISON	NAYA::W	APPROVED_PUBLIC	EVIDENCE_VALIDATED_AUTOMATIC	vm551-evidence-validator-v1	none
packet2_comparison_naya_wg	PUBLIC_COMPARISON	NAYA::WG	APPROVED_PUBLIC	EVIDENCE_VALIDATED_AUTOMATIC	vm551-evidence-validator-v1	none
packet2_comparison_naya_wubrg	PUBLIC_COMPARISON	NAYA::WUBRG	APPROVED_PUBLIC	EVIDENCE_VALIDATED_AUTOMATIC	vm551-evidence-validator-v1	none
packet2_comparison_naya_yore	PUBLIC_COMPARISON	NAYA::YORE	APPROVED_PUBLIC	EVIDENCE_VALIDATED_AUTOMATIC	vm551-evidence-validator-v1	none
packet2_comparison_prismari_ub	PUBLIC_COMPARISON	PRISMARI::UB	APPROVED_PUBLIC	EVIDENCE_VALIDATED_AUTOMATIC	vm551-evidence-validator-v1	none
packet2_comparison_prismari_ur	PUBLIC_COMPARISON	PRISMARI::UR	APPROVED_PUBLIC	EVIDENCE_VALIDATED_AUTOMATIC	vm551-evidence-validator-v1	none
packet2_comparison_prismari_wr	PUBLIC_COMPARISON	PRISMARI::WR	APPROVED_PUBLIC	EVIDENCE_VALIDATED_AUTOMATIC	vm551-evidence-validator-v1	none
packet2_comparison_quandrix_ug	PUBLIC_COMPARISON	QUANDRIX::UG	APPROVED_PUBLIC	EVIDENCE_VALIDATED_AUTOMATIC	vm551-evidence-validator-v1	none
packet2_comparison_quandrix_wg	PUBLIC_COMPARISON	QUANDRIX::WG	APPROVED_PUBLIC	EVIDENCE_VALIDATED_AUTOMATIC	vm551-evidence-validator-v1	none
packet2_comparison_quandrix_witch	PUBLIC_COMPARISON	QUANDRIX::WITCH	APPROVED_PUBLIC	EVIDENCE_VALIDATED_AUTOMATIC	vm551-evidence-validator-v1	none
packet2_comparison_r_w	PUBLIC_COMPARISON	R::W	APPROVED_PUBLIC	EVIDENCE_VALIDATED_AUTOMATIC	vm551-evidence-validator-v1	none
packet2_comparison_r_yore	PUBLIC_COMPARISON	R::YORE	APPROVED_PUBLIC	EVIDENCE_VALIDATED_AUTOMATIC	vm551-evidence-validator-v1	none
packet2_comparison_rg_u	PUBLIC_COMPARISON	RG::U	APPROVED_PUBLIC	EVIDENCE_VALIDATED_AUTOMATIC	vm551-evidence-validator-v1	none
packet2_comparison_silverquill_temur	PUBLIC_COMPARISON	SILVERQUILL::TEMUR	APPROVED_PUBLIC	EVIDENCE_VALIDATED_AUTOMATIC	vm551-evidence-validator-v1	none
packet2_comparison_silverquill_wb	PUBLIC_COMPARISON	SILVERQUILL::WB	APPROVED_PUBLIC	EVIDENCE_VALIDATED_AUTOMATIC	vm551-evidence-validator-v1	none
packet2_comparison_sultai_temur	PUBLIC_COMPARISON	SULTAI::TEMUR	APPROVED_PUBLIC	EVIDENCE_VALIDATED_AUTOMATIC	vm551-evidence-validator-v1	none
packet2_comparison_sultai_ub	PUBLIC_COMPARISON	SULTAI::UB	APPROVED_PUBLIC	EVIDENCE_VALIDATED_AUTOMATIC	vm551-evidence-validator-v1	none
packet2_comparison_sultai_wubrg	PUBLIC_COMPARISON	SULTAI::WUBRG	APPROVED_PUBLIC	EVIDENCE_VALIDATED_AUTOMATIC	vm551-evidence-validator-v1	none
packet2_comparison_temur_ub	PUBLIC_COMPARISON	TEMUR::UB	APPROVED_PUBLIC	EVIDENCE_VALIDATED_AUTOMATIC	vm551-evidence-validator-v1	none
packet2_comparison_temur_wubrg	PUBLIC_COMPARISON	TEMUR::WUBRG	APPROVED_PUBLIC	EVIDENCE_VALIDATED_AUTOMATIC	vm551-evidence-validator-v1	none
packet2_comparison_u_ub	PUBLIC_COMPARISON	U::UB	APPROVED_PUBLIC	EVIDENCE_VALIDATED_AUTOMATIC	vm551-evidence-validator-v1	none
packet2_comparison_u_w	PUBLIC_COMPARISON	U::W	APPROVED_PUBLIC	EVIDENCE_VALIDATED_AUTOMATIC	vm551-evidence-validator-v1	none
packet2_comparison_ub_witch	PUBLIC_COMPARISON	UB::WITCH	APPROVED_PUBLIC	EVIDENCE_VALIDATED_AUTOMATIC	vm551-evidence-validator-v1	none
packet2_comparison_ub_wubrg	PUBLIC_COMPARISON	UB::WUBRG	APPROVED_PUBLIC	EVIDENCE_VALIDATED_AUTOMATIC	vm551-evidence-validator-v1	none
packet2_comparison_ub_yore	PUBLIC_COMPARISON	UB::YORE	APPROVED_PUBLIC	EVIDENCE_VALIDATED_AUTOMATIC	vm551-evidence-validator-v1	none
packet2_comparison_ug_witch	PUBLIC_COMPARISON	UG::WITCH	APPROVED_PUBLIC	EVIDENCE_VALIDATED_AUTOMATIC	vm551-evidence-validator-v1	none
packet2_comparison_ur_yore	PUBLIC_COMPARISON	UR::YORE	APPROVED_PUBLIC	EVIDENCE_VALIDATED_AUTOMATIC	vm551-evidence-validator-v1	none
packet2_comparison_w_wu	PUBLIC_COMPARISON	W::WU	APPROVED_PUBLIC	EVIDENCE_VALIDATED_AUTOMATIC	vm551-evidence-validator-v1	none
packet2_comparison_w_wubrg	PUBLIC_COMPARISON	W::WUBRG	APPROVED_PUBLIC	EVIDENCE_VALIDATED_AUTOMATIC	vm551-evidence-validator-v1	none
packet2_comparison_w_yore	PUBLIC_COMPARISON	W::YORE	APPROVED_PUBLIC	EVIDENCE_VALIDATED_AUTOMATIC	vm551-evidence-validator-v1	none
packet2_comparison_wb_witch	PUBLIC_COMPARISON	WB::WITCH	APPROVED_PUBLIC	EVIDENCE_VALIDATED_AUTOMATIC	vm551-evidence-validator-v1	none
